date,hour,invoice_id,invoice_nr,line_nr,parent_id,product_id,product_name,quantity,price
01/03/2026,12:40,10,FT 26/00010,1,,101,Menu Double burger,3,9.1
01/03/2026,12:40,10,FT 26/00010,2,1,202,Double burger,3,4.2
01/03/2026,12:40,10,FT 26/00010,3,1,303,Soup,3,1.8
01/03/2026,12:40,10,FT 26/00010,4,1,401,Coke,3,2.0
01/03/2026,12:40,10,FT 26/00010,5,1,503,Ice-cream cone,3,1.1
01/03/2026,12:46,11,FT 26/00011,1,,303,Soup,1,1.8
01/03/2026,12:46,11,FT 26/00011,2,,205,Veggie burger,1,3.4
01/03/2026,12:54,12,FT 26/00012,1,,402,Fanta,1,2.0
01/03/2026,12:59,13,FT 26/00013,1,,201,Cheese burger,1,3.0
01/03/2026,13:17,14,FT 26/00014,1,,405,Beer,1,2.5
01/03/2026,13:22,15,FT 26/00015,1,,204,Fish burger,1,3.75
01/03/2026,13:30,16,FT 26/00016,1,,100,Menu Cheese burger,1,6.5
01/03/2026,13:30,16,FT 26/00016,2,1,201,Cheese burger,1,3.0
01/03/2026,13:30,16,FT 26/00016,3,1,302,Carrot sticks,1,1.2
01/03/2026,13:30,16,FT 26/00016,4,1,403,Water,1,1.2
01/03/2026,13:30,16,FT 26/00016,5,1,503,Ice-cream cone,1,1.1
01/03/2026,13:30,16,FT 26/00016,6,,201,Cheese burger,3,3.0
01/03/2026,13:30,16,FT 26/00016,7,,304,Salad,1,2.0
01/03/2026,13:31,17,FT 26/00017,1,,101,Menu Double burger,1,8.7
01/03/2026,13:31,17,FT 26/00017,2,1,202,Double burger,1,4.2
01/03/2026,13:31,17,FT 26/00017,3,1,301,Fries,1,1.5
01/03/2026,13:31,17,FT 26/00017,4,1,402,Fanta,1,2.0
01/03/2026,13:31,17,FT 26/00017,5,1,501,Sundae,1,1.0
01/03/2026,13:40,18,FT 26/00018,1,,102,Menu Chicken burger,1,7.75
01/03/2026,13:40,18,FT 26/00018,2,1,203,Chicken burger,1,3.55
01/03/2026,13:40,18,FT 26/00018,3,1,304,Salad,1,2.0
01/03/2026,13:40,18,FT 26/00018,4,1,403,Water,1,1.2
01/03/2026,13:40,18,FT 26/00018,5,1,501,Sundae,1,1.0
01/03/2026,13:42,19,FT 26/00019,1,,502,Apple pie,1,1.4
01/03/2026,13:43,20,FT 26/00020,1,,100,Menu Cheese burger,1,8.0
01/03/2026,13:43,20,FT 26/00020,2,1,201,Cheese burger,1,3.0
01/03/2026,13:43,20,FT 26/00020,3,1,304,Salad,1,2.0
01/03/2026,13:43,20,FT 26/00020,4,1,401,Coke,1,2.0
01/03/2026,13:43,20,FT 26/00020,5,1,501,Sundae,1,1.0
01/03/2026,13:44,21,FT 26/00021,1,,102,Menu Chicken burger,1,8.95
01/03/2026,13:44,21,FT 26/00021,2,1,203,Chicken burger,1,3.55
01/03/2026,13:44,21,FT 26/00021,3,1,304,Salad,1,2.0
01/03/2026,13:44,21,FT 26/00021,4,1,402,Fanta,1,2.0
01/03/2026,13:44,21,FT 26/00021,5,1,502,Apple pie,1,1.4
01/03/2026,13:44,21,FT 26/00021,6,,101,Menu Double burger,1,9.0
01/03/2026,13:44,21,FT 26/00021,7,6,202,Double burger,1,4.2
01/03/2026,13:44,21,FT 26/00021,8,6,301,Fries,1,1.5
01/03/2026,13:44,21,FT 26/00021,9,6,404,Orange juice,1,2.2
01/03/2026,13:44,21,FT 26/00021,10,6,503,Ice-cream cone,1,1.1
01/03/2026,13:44,21,FT 26/00021,11,,104,Menu Veggie burger,1,8.8
01/03/2026,13:44,21,FT 26/00021,12,11,205,Veggie burger,1,3.4
01/03/2026,13:44,21,FT 26/00021,13,11,304,Salad,1,2.0
01/03/2026,13:44,21,FT 26/00021,14,11,402,Fanta,1,2.0
01/03/2026,13:44,21,FT 26/00021,15,11,502,Apple pie,1,1.4
01/03/2026,13:47,22,FT 26/00022,1,,101,Menu Double burger,1,7.9
01/03/2026,13:47,22,FT 26/00022,2,1,202,Double burger,1,4.2
01/03/2026,13:47,22,FT 26/00022,3,1,301,Fries,1,1.5
01/03/2026,13:47,22,FT 26/00022,4,1,403,Water,1,1.2
01/03/2026,13:47,22,FT 26/00022,5,1,501,Sundae,1,1.0
01/03/2026,13:50,23,FT 26/00023,1,,101,Menu Double burger,1,8.0
01/03/2026,13:50,23,FT 26/00023,2,1,202,Double burger,1,4.2
01/03/2026,13:50,23,FT 26/00023,3,1,302,Carrot sticks,1,1.2
01/03/2026,13:50,23,FT 26/00023,4,1,403,Water,1,1.2
01/03/2026,13:50,23,FT 26/00023,5,1,502,Apple pie,1,1.4
01/03/2026,13:50,24,FT 26/00024,1,,101,Menu Double burger,1,8.9
01/03/2026,13:50,24,FT 26/00024,2,1,202,Double burger,1,4.2
01/03/2026,13:50,24,FT 26/00024,3,1,301,Fries,1,1.5
01/03/2026,13:50,24,FT 26/00024,4,1,404,Orange juice,1,2.2
01/03/2026,13:50,24,FT 26/00024,5,1,501,Sundae,1,1.0
01/03/2026,14:30,25,FT 26/00025,1,,203,Chicken burger,1,3.55
01/03/2026,15:18,26,FT 26/00026,1,,404,Orange juice,1,2.2
01/03/2026,15:18,26,FT 26/00026,2,,202,Double burger,1,4.2
01/03/2026,15:24,27,FT 26/00027,1,,502,Apple pie,1,1.4
01/03/2026,16:26,28,FT 26/00028,1,,100,Menu Cheese burger,1,7.2
01/03/2026,16:26,28,FT 26/00028,2,1,201,Cheese burger,1,3.0
01/03/2026,16:26,28,FT 26/00028,3,1,304,Salad,1,2.0
01/03/2026,16:26,28,FT 26/00028,4,1,403,Water,1,1.2
01/03/2026,16:26,28,FT 26/00028,5,1,501,Sundae,1,1.0
01/03/2026,16:27,29,FT 26/00029,1,,402,Fanta,1,2.0
01/03/2026,17:03,30,FT 26/00030,1,,103,Menu Fish burger,1,7.55
01/03/2026,17:03,30,FT 26/00030,2,1,204,Fish burger,1,3.75
01/03/2026,17:03,30,FT 26/00030,3,1,301,Fries,1,1.5
01/03/2026,17:03,30,FT 26/00030,4,1,403,Water,1,1.2
01/03/2026,17:03,30,FT 26/00030,5,1,503,Ice-cream cone,1,1.1
01/03/2026,17:04,31,FT 26/00031,1,,201,Cheese burger,1,3.0
01/03/2026,17:18,32,FT 26/00032,1,,302,Carrot sticks,1,1.2
01/03/2026,17:26,33,FT 26/00033,1,,304,Salad,1,2.0
01/03/2026,17:28,34,FT 26/00034,1,,402,Fanta,1,2.0
01/03/2026,17:28,34,FT 26/00034,2,,202,Double burger,1,4.2
01/03/2026,18:08,35,FT 26/00035,1,,100,Menu Cheese burger,1,8.1
01/03/2026,18:08,35,FT 26/00035,2,1,201,Cheese burger,1,3.0
01/03/2026,18:08,35,FT 26/00035,3,1,303,Soup,1,1.8
01/03/2026,18:08,35,FT 26/00035,4,1,404,Orange juice,1,2.2
01/03/2026,18:08,35,FT 26/00035,5,1,503,Ice-cream cone,1,1.1
01/03/2026,18:33,36,FT 26/00036,1,,100,Menu Cheese burger,1,8.0
01/03/2026,18:33,36,FT 26/00036,2,1,201,Cheese burger,1,3.0
01/03/2026,18:33,36,FT 26/00036,3,1,304,Salad,1,2.0
01/03/2026,18:33,36,FT 26/00036,4,1,402,Fanta,1,2.0
01/03/2026,18:33,36,FT 26/00036,5,1,501,Sundae,1,1.0
01/03/2026,18:50,37,FT 26/00037,1,,205,Veggie burger,1,3.4
01/03/2026,18:50,37,FT 26/00037,2,,203,Chicken burger,2,3.55
01/03/2026,18:52,38,FT 26/00038,1,,401,Coke,1,2.0
01/03/2026,18:56,39,FT 26/00039,1,,302,Carrot sticks,1,1.2
01/03/2026,18:56,40,FT 26/00040,1,,301,Fries,3,1.5
01/03/2026,18:58,41,FT 26/00041,1,,104,Menu Veggie burger,1,8.8
01/03/2026,18:58,41,FT 26/00041,2,1,205,Veggie burger,1,3.4
01/03/2026,18:58,41,FT 26/00041,3,1,304,Salad,1,2.0
01/03/2026,18:58,41,FT 26/00041,4,1,401,Coke,1,2.0
01/03/2026,18:58,41,FT 26/00041,5,1,502,Apple pie,1,1.4
01/03/2026,19:15,42,FT 26/00042,1,,201,Cheese burger,1,3.0
01/03/2026,19:22,43,FT 26/00043,1,,405,Beer,1,2.5
01/03/2026,19:22,43,FT 26/00043,2,,103,Menu Fish burger,1,8.35
01/03/2026,19:22,43,FT 26/00043,3,2,204,Fish burger,1,3.75
01/03/2026,19:22,43,FT 26/00043,4,2,301,Fries,1,1.5
01/03/2026,19:22,43,FT 26/00043,5,2,401,Coke,1,2.0
01/03/2026,19:22,43,FT 26/00043,6,2,503,Ice-cream cone,1,1.1
01/03/2026,19:22,44,FT 26/00044,1,,403,Water,1,1.2
01/03/2026,19:23,45,FT 26/00045,1,,402,Fanta,1,2.0
01/03/2026,19:25,46,FT 26/00046,1,,203,Chicken burger,1,3.55
01/03/2026,19:29,47,FT 26/00047,1,,201,Cheese burger,1,3.0
01/03/2026,19:29,47,FT 26/00047,2,,401,Coke,1,2.0
01/03/2026,19:44,48,FT 26/00048,1,,403,Water,1,1.2
01/03/2026,19:49,49,FT 26/00049,1,,401,Coke,1,2.0
01/03/2026,19:54,50,FT 26/00050,1,,205,Veggie burger,1,3.4
01/03/2026,19:54,50,FT 26/00050,2,,101,Menu Double burger,1,9.1
01/03/2026,19:54,50,FT 26/00050,3,2,202,Double burger,1,4.2
01/03/2026,19:54,50,FT 26/00050,4,2,303,Soup,1,1.8
01/03/2026,19:54,50,FT 26/00050,5,2,402,Fanta,1,2.0
01/03/2026,19:54,50,FT 26/00050,6,2,503,Ice-cream cone,1,1.1
01/03/2026,19:59,51,FT 26/00051,1,,102,Menu Chicken burger,1,7.85
01/03/2026,19:59,51,FT 26/00051,2,1,203,Chicken burger,1,3.55
01/03/2026,19:59,51,FT 26/00051,3,1,304,Salad,1,2.0
01/03/2026,19:59,51,FT 26/00051,4,1,403,Water,1,1.2
01/03/2026,19:59,51,FT 26/00051,5,1,503,Ice-cream cone,1,1.1
01/03/2026,20:02,52,FT 26/00052,1,,202,Double burger,1,4.2
01/03/2026,20:03,53,FT 26/00053,1,,100,Menu Cheese burger,2,7.9
01/03/2026,20:03,53,FT 26/00053,2,1,201,Cheese burger,2,3.0
01/03/2026,20:03,53,FT 26/00053,3,1,301,Fries,2,1.5
01/03/2026,20:03,53,FT 26/00053,4,1,402,Fanta,2,2.0
01/03/2026,20:03,53,FT 26/00053,5,1,502,Apple pie,2,1.4
01/03/2026,20:06,54,FT 26/00054,1,,101,Menu Double burger,1,9.6
01/03/2026,20:06,54,FT 26/00054,2,1,202,Double burger,1,4.2
01/03/2026,20:06,54,FT 26/00054,3,1,304,Salad,1,2.0
01/03/2026,20:06,54,FT 26/00054,4,1,402,Fanta,1,2.0
01/03/2026,20:06,54,FT 26/00054,5,1,502,Apple pie,1,1.4
01/03/2026,20:08,55,FT 26/00055,1,,302,Carrot sticks,2,1.2
01/03/2026,20:08,55,FT 26/00055,2,,402,Fanta,2,2.0
01/03/2026,20:13,56,FT 26/00056,1,,203,Chicken burger,1,3.55
01/03/2026,20:17,57,FT 26/00057,1,,204,Fish burger,1,3.75
01/03/2026,20:23,58,FT 26/00058,1,,101,Menu Double burger,1,8.9
01/03/2026,20:23,58,FT 26/00058,2,1,202,Double burger,1,4.2
01/03/2026,20:23,58,FT 26/00058,3,1,302,Carrot sticks,1,1.2
01/03/2026,20:23,58,FT 26/00058,4,1,405,Beer,1,2.5
01/03/2026,20:23,58,FT 26/00058,5,1,501,Sundae,1,1.0
01/03/2026,20:27,59,FT 26/00059,1,,104,Menu Veggie burger,1,8.6
01/03/2026,20:27,59,FT 26/00059,2,1,205,Veggie burger,1,3.4
01/03/2026,20:27,59,FT 26/00059,3,1,303,Soup,1,1.8
01/03/2026,20:27,59,FT 26/00059,4,1,402,Fanta,1,2.0
01/03/2026,20:27,59,FT 26/00059,5,1,502,Apple pie,1,1.4
01/03/2026,20:30,60,FT 26/00060,1,,101,Menu Double burger,1,9.4
01/03/2026,20:30,60,FT 26/00060,2,1,202,Double burger,1,4.2
01/03/2026,20:30,60,FT 26/00060,3,1,303,Soup,1,1.8
01/03/2026,20:30,60,FT 26/00060,4,1,402,Fanta,1,2.0
01/03/2026,20:30,60,FT 26/00060,5,1,502,Apple pie,1,1.4
01/03/2026,20:30,60,FT 26/00060,6,,100,Menu Cheese burger,1,7.1
01/03/2026,20:30,60,FT 26/00060,7,6,201,Cheese burger,1,3.0
01/03/2026,20:30,60,FT 26/00060,8,6,301,Fries,1,1.5
01/03/2026,20:30,60,FT 26/00060,9,6,403,Water,1,1.2
01/03/2026,20:30,60,FT 26/00060,10,6,502,Apple pie,1,1.4
01/03/2026,20:33,61,FT 26/00061,1,,201,Cheese burger,1,3.0
01/03/2026,20:35,62,FT 26/00062,1,,103,Menu Fish burger,1,8.05
01/03/2026,20:35,62,FT 26/00062,2,1,204,Fish burger,1,3.75
01/03/2026,20:35,62,FT 26/00062,3,1,304,Salad,1,2.0
01/03/2026,20:35,62,FT 26/00062,4,1,403,Water,1,1.2
01/03/2026,20:35,62,FT 26/00062,5,1,503,Ice-cream cone,1,1.1
01/03/2026,20:35,62,FT 26/00062,6,,205,Veggie burger,2,3.4
01/03/2026,20:37,63,FT 26/00063,1,,301,Fries,1,1.5
01/03/2026,20:37,63,FT 26/00063,2,,101,Menu Double burger,1,9.1
01/03/2026,20:37,63,FT 26/00063,3,2,202,Double burger,1,4.2
01/03/2026,20:37,63,FT 26/00063,4,2,301,Fries,1,1.5
01/03/2026,20:37,63,FT 26/00063,5,2,402,Fanta,1,2.0
01/03/2026,20:37,63,FT 26/00063,6,2,502,Apple pie,1,1.4
01/03/2026,20:41,64,FT 26/00064,1,,103,Menu Fish burger,2,8.35
01/03/2026,20:41,64,FT 26/00064,2,1,204,Fish burger,2,3.75
01/03/2026,20:41,64,FT 26/00064,3,1,304,Salad,2,2.0
01/03/2026,20:41,64,FT 26/00064,4,1,403,Water,2,1.2
01/03/2026,20:41,64,FT 26/00064,5,1,502,Apple pie,2,1.4
01/03/2026,20:41,64,FT 26/00064,6,,403,Water,1,1.2
01/03/2026,20:41,65,FT 26/00065,1,,403,Water,1,1.2
01/03/2026,20:42,66,FT 26/00066,1,,304,Salad,1,2.0
01/03/2026,20:46,67,FT 26/00067,1,,405,Beer,1,2.5
01/03/2026,20:46,68,FT 26/00068,1,,101,Menu Double burger,1,8.0
01/03/2026,20:46,68,FT 26/00068,2,1,202,Double burger,1,4.2
01/03/2026,20:46,68,FT 26/00068,3,1,301,Fries,1,1.5
01/03/2026,20:46,68,FT 26/00068,4,1,403,Water,1,1.2
01/03/2026,20:46,68,FT 26/00068,5,1,503,Ice-cream cone,1,1.1
01/03/2026,20:46,69,FT 26/00069,1,,205,Veggie burger,1,3.4
01/03/2026,20:49,70,FT 26/00070,1,,202,Double burger,1,4.2
01/03/2026,20:52,71,FT 26/00071,1,,104,Menu Veggie burger,1,8.0
01/03/2026,20:52,71,FT 26/00071,2,1,205,Veggie burger,1,3.4
01/03/2026,20:52,71,FT 26/00071,3,1,301,Fries,1,1.5
01/03/2026,20:52,71,FT 26/00071,4,1,401,Coke,1,2.0
01/03/2026,20:52,71,FT 26/00071,5,1,503,Ice-cream cone,1,1.1
01/03/2026,20:53,72,FT 26/00072,1,,401,Coke,1,2.0
01/03/2026,20:53,73,FT 26/00073,1,,201,Cheese burger,1,3.0
01/03/2026,20:53,74,FT 26/00074,1,,403,Water,1,1.2
01/03/2026,20:53,74,FT 26/00074,2,,202,Double burger,1,4.2
01/03/2026,20:54,75,FT 26/00075,1,,301,Fries,1,1.5
01/03/2026,20:54,75,FT 26/00075,2,,302,Carrot sticks,2,1.2
01/03/2026,20:59,76,FT 26/00076,1,,100,Menu Cheese burger,1,8.1
01/03/2026,20:59,76,FT 26/00076,2,1,201,Cheese burger,1,3.0
01/03/2026,20:59,76,FT 26/00076,3,1,304,Salad,1,2.0
01/03/2026,20:59,76,FT 26/00076,4,1,401,Coke,1,2.0
01/03/2026,20:59,76,FT 26/00076,5,1,503,Ice-cream cone,1,1.1
01/03/2026,20:59,76,FT 26/00076,6,,201,Cheese burger,1,3.0
01/03/2026,20:59,76,FT 26/00076,7,,203,Chicken burger,1,3.55
01/03/2026,21:04,77,FT 26/00077,1,,103,Menu Fish burger,2,8.45
01/03/2026,21:04,77,FT 26/00077,2,1,204,Fish burger,2,3.75
01/03/2026,21:04,77,FT 26/00077,3,1,301,Fries,2,1.5
01/03/2026,21:04,77,FT 26/00077,4,1,404,Orange juice,2,2.2
01/03/2026,21:04,77,FT 26/00077,5,1,501,Sundae,2,1.0
01/03/2026,21:05,78,FT 26/00078,1,,103,Menu Fish burger,1,8.55
01/03/2026,21:05,78,FT 26/00078,2,1,204,Fish burger,1,3.75
01/03/2026,21:05,78,FT 26/00078,3,1,301,Fries,1,1.5
01/03/2026,21:05,78,FT 26/00078,4,1,404,Orange juice,1,2.2
01/03/2026,21:05,78,FT 26/00078,5,1,503,Ice-cream cone,1,1.1
01/03/2026,21:07,79,FT 26/00079,1,,301,Fries,1,1.5
01/03/2026,21:07,79,FT 26/00079,2,,304,Salad,1,2.0
01/03/2026,21:14,80,FT 26/00080,1,,101,Menu Double burger,2,10.1
01/03/2026,21:14,80,FT 26/00080,2,1,202,Double burger,2,4.2
01/03/2026,21:14,80,FT 26/00080,3,1,304,Salad,2,2.0
01/03/2026,21:14,80,FT 26/00080,4,1,405,Beer,2,2.5
01/03/2026,21:14,80,FT 26/00080,5,1,502,Apple pie,2,1.4
01/03/2026,21:15,81,FT 26/00081,1,,101,Menu Double burger,1,9.0
01/03/2026,21:15,81,FT 26/00081,2,1,202,Double burger,1,4.2
01/03/2026,21:15,81,FT 26/00081,3,1,302,Carrot sticks,1,1.2
01/03/2026,21:15,81,FT 26/00081,4,1,405,Beer,1,2.5
01/03/2026,21:15,81,FT 26/00081,5,1,503,Ice-cream cone,1,1.1
01/03/2026,21:15,81,FT 26/00081,6,,101,Menu Double burger,2,10.1
01/03/2026,21:15,81,FT 26/00081,7,6,202,Double burger,2,4.2
01/03/2026,21:15,81,FT 26/00081,8,6,304,Salad,2,2.0
01/03/2026,21:15,81,FT 26/00081,9,6,405,Beer,2,2.5
01/03/2026,21:15,81,FT 26/00081,10,6,502,Apple pie,2,1.4
01/03/2026,21:16,82,FT 26/00082,1,,103,Menu Fish burger,1,8.75
01/03/2026,21:16,82,FT 26/00082,2,1,204,Fish burger,1,3.75
01/03/2026,21:16,82,FT 26/00082,3,1,304,Salad,1,2.0
01/03/2026,21:16,82,FT 26/00082,4,1,401,Coke,1,2.0
01/03/2026,21:16,82,FT 26/00082,5,1,501,Sundae,1,1.0
01/03/2026,21:16,82,FT 26/00082,6,,100,Menu Cheese burger,1,7.7
01/03/2026,21:16,82,FT 26/00082,7,6,201,Cheese burger,1,3.0
01/03/2026,21:16,82,FT 26/00082,8,6,302,Carrot sticks,1,1.2
01/03/2026,21:16,82,FT 26/00082,9,6,405,Beer,1,2.5
01/03/2026,21:16,82,FT 26/00082,10,6,501,Sundae,1,1.0
01/03/2026,21:20,83,FT 26/00083,1,,204,Fish burger,1,3.75
01/03/2026,21:20,83,FT 26/00083,2,,303,Soup,1,1.8
01/03/2026,21:25,84,FT 26/00084,1,,403,Water,1,1.2
01/03/2026,21:33,85,FT 26/00085,1,,102,Menu Chicken burger,1,7.35
01/03/2026,21:33,85,FT 26/00085,2,1,203,Chicken burger,1,3.55
01/03/2026,21:33,85,FT 26/00085,3,1,301,Fries,1,1.5
01/03/2026,21:33,85,FT 26/00085,4,1,403,Water,1,1.2
01/03/2026,21:33,85,FT 26/00085,5,1,503,Ice-cream cone,1,1.1
01/03/2026,21:33,85,FT 26/00085,6,,101,Menu Double burger,1,8.7
01/03/2026,21:33,85,FT 26/00085,7,6,202,Double burger,1,4.2
01/03/2026,21:33,85,FT 26/00085,8,6,301,Fries,1,1.5
01/03/2026,21:33,85,FT 26/00085,9,6,402,Fanta,1,2.0
01/03/2026,21:33,85,FT 26/00085,10,6,501,Sundae,1,1.0
01/03/2026,21:34,86,FT 26/00086,1,,503,Ice-cream cone,1,1.1
01/03/2026,21:35,87,FT 26/00087,1,,202,Double burger,2,4.2
01/03/2026,21:35,87,FT 26/00087,2,,304,Salad,1,2.0
01/03/2026,21:38,88,FT 26/00088,1,,100,Menu Cheese burger,1,7.4
01/03/2026,21:38,88,FT 26/00088,2,1,201,Cheese burger,1,3.0
01/03/2026,21:38,88,FT 26/00088,3,1,303,Soup,1,1.8
01/03/2026,21:38,88,FT 26/00088,4,1,403,Water,1,1.2
01/03/2026,21:38,88,FT 26/00088,5,1,502,Apple pie,1,1.4
01/03/2026,21:38,88,FT 26/00088,6,,103,Menu Fish burger,1,9.35
01/03/2026,21:38,88,FT 26/00088,7,6,204,Fish burger,1,3.75
01/03/2026,21:38,88,FT 26/00088,8,6,304,Salad,1,2.0
01/03/2026,21:38,88,FT 26/00088,9,6,404,Orange juice,1,2.2
01/03/2026,21:38,88,FT 26/00088,10,6,502,Apple pie,1,1.4
01/03/2026,21:38,89,FT 26/00089,1,,203,Chicken burger,1,3.55
01/03/2026,21:45,90,FT 26/00090,1,,202,Double burger,2,4.2
01/03/2026,21:48,91,FT 26/00091,1,,304,Salad,1,2.0
01/03/2026,21:48,91,FT 26/00091,2,,104,Menu Veggie burger,1,8.6
01/03/2026,21:48,91,FT 26/00091,3,2,205,Veggie burger,1,3.4
01/03/2026,21:48,91,FT 26/00091,4,2,304,Salad,1,2.0
01/03/2026,21:48,91,FT 26/00091,5,2,404,Orange juice,1,2.2
01/03/2026,21:48,91,FT 26/00091,6,2,501,Sundae,1,1.0
01/03/2026,21:49,92,FT 26/00092,1,,104,Menu Veggie burger,1,8.4
01/03/2026,21:49,92,FT 26/00092,2,1,205,Veggie burger,1,3.4
01/03/2026,21:49,92,FT 26/00092,3,1,303,Soup,1,1.8
01/03/2026,21:49,92,FT 26/00092,4,1,404,Orange juice,1,2.2
01/03/2026,21:49,92,FT 26/00092,5,1,501,Sundae,1,1.0
01/03/2026,21:54,93,FT 26/00093,1,,502,Apple pie,1,1.4
01/03/2026,21:54,93,FT 26/00093,2,,100,Menu Cheese burger,1,8.4
01/03/2026,21:54,93,FT 26/00093,3,2,201,Cheese burger,1,3.0
01/03/2026,21:54,93,FT 26/00093,4,2,304,Salad,1,2.0
01/03/2026,21:54,93,FT 26/00093,5,2,401,Coke,1,2.0
01/03/2026,21:54,93,FT 26/00093,6,2,502,Apple pie,1,1.4
01/03/2026,21:56,94,FT 26/00094,1,,103,Menu Fish burger,2,8.85
01/03/2026,21:56,94,FT 26/00094,2,1,204,Fish burger,2,3.75
01/03/2026,21:56,94,FT 26/00094,3,1,304,Salad,2,2.0
01/03/2026,21:56,94,FT 26/00094,4,1,401,Coke,2,2.0
01/03/2026,21:56,94,FT 26/00094,5,1,503,Ice-cream cone,2,1.1
01/03/2026,21:56,94,FT 26/00094,6,,502,Apple pie,2,1.4
01/03/2026,21:56,95,FT 26/00095,1,,100,Menu Cheese burger,1,7.3
01/03/2026,21:56,95,FT 26/00095,2,1,201,Cheese burger,1,3.0
01/03/2026,21:56,95,FT 26/00095,3,1,302,Carrot sticks,1,1.2
01/03/2026,21:56,95,FT 26/00095,4,1,402,Fanta,1,2.0
01/03/2026,21:56,95,FT 26/00095,5,1,503,Ice-cream cone,1,1.1
01/03/2026,21:56,95,FT 26/00095,6,,101,Menu Double burger,1,8.7
01/03/2026,21:56,95,FT 26/00095,7,6,202,Double burger,1,4.2
01/03/2026,21:56,95,FT 26/00095,8,6,301,Fries,1,1.5
01/03/2026,21:56,95,FT 26/00095,9,6,401,Coke,1,2.0
01/03/2026,21:56,95,FT 26/00095,10,6,501,Sundae,1,1.0
01/03/2026,21:59,96,FT 26/00096,1,,101,Menu Double burger,1,8.8
01/03/2026,21:59,96,FT 26/00096,2,1,202,Double burger,1,4.2
01/03/2026,21:59,96,FT 26/00096,3,1,301,Fries,1,1.5
01/03/2026,21:59,96,FT 26/00096,4,1,401,Coke,1,2.0
01/03/2026,21:59,96,FT 26/00096,5,1,503,Ice-cream cone,1,1.1
01/03/2026,21:59,96,FT 26/00096,6,,201,Cheese burger,1,3.0
01/03/2026,22:02,97,FT 26/00097,1,,100,Menu Cheese burger,1,7.9
01/03/2026,22:02,97,FT 26/00097,2,1,201,Cheese burger,1,3.0
01/03/2026,22:02,97,FT 26/00097,3,1,301,Fries,1,1.5
01/03/2026,22:02,97,FT 26/00097,4,1,401,Coke,1,2.0
01/03/2026,22:02,97,FT 26/00097,5,1,502,Apple pie,1,1.4
01/03/2026,22:15,98,FT 26/00098,1,,104,Menu Veggie burger,1,8.2
